10,96248128243850,1.3294746,2.9019017,1.2765026,,,,,,,,
11,96248159756246,-0.245053,-0.0022,0.506789,0.826504,0,,,,,,
4,96248169439996,0.015180019,-0.048469532,0.002396845,,,,,,,,
4,96248165279266,0.015180019,-0.048469532,0.002396845,,,,,,,,
10,96248169439996,1.3293914,2.77635,1.2964697,,,,,,,,
4,96248174800933,0.019973708,-0.042077947,0.002396845,,,,,,,,
4,96248152131714,0.019973708,-0.042077947,0.002396845,,,,,,,,
4,96248178726298,0.019973708,-0.042077947,0.002396845,,,,,,,,
11,96248138243850,-0.241538,-0.011356,0.537455,0.80788,0,,,,,,
4,96248190500048,0.017310547,-0.03542004,0,,,,,,,,
10,96248138243850,1.3247008,2.807283,1.2808561,,,,,,,,
10,96248178726298,1.3247008,2.807283,1.2808561,,,,,,,,
11,96248178726298,-0.239939,-0.011374,0.537727,0.808176,0,,,,,,
4,96248156718485,0.017310547,-0.03542004,0,,,,,,,,
4,96248185073746,0.019441076,-0.03542004,0,,,,,,,,
10,96248152131714,1.3247008,2.807283,1.2808561,,,,,,,,
11,96248152131714,-0.241538,-0.011356,0.537455,0.80788,0,,,,,,
4,96248198506454,0.024501082,-0.03542004,-0.0039947415,,,,,,,,
4,96248208566975,0.024501082,-0.03542004,-0.0039947415,,,,,,,,
11,96248190500048,-0.236183,-0.020881,0.570294,0.786477,0,,,,,,
10,96248190500048,1.2552093,2.7624888,1.1768446,,,,,,,,
11,96248198506454,-0.236183,-0.020881,0.570294,0.786477,0,,,,,,
4,96248194157808,0.024501082,-0.03542004,-0.0039947415,,,,,,,,
4,96248204833694,0.024501082,-0.03542004,-0.0039947415,,,,,,,,
10,96248198506454,1.2552093,2.7624888,1.1768446,,,,,,,,
10,96248159756246,1.249483,2.701228,1.1576958,,,,,,,,
4,96248159756246,0.024501082,-0.03542004,-0.0039947415,,,,,,,,
10,96248228363329,1.244275,2.6723814,1.0262508,,,,,,,,
11,96248228363329,-0.231995,-0.030724,0.603786,0.76202,0,,,,,,
4,96248228363329,0.022370555,-0.034621093,-0.010120012,,,,,,,,
4,96248224605621,0.022370555,-0.034621093,-0.010120012,,,,,,,,
10,96248218415829,1.244275,2.6723814,1.0262508,,,,,,,,
11,96248218415829,-0.231995,-0.030724,0.603786,0.76202,0,,,,,,
