11,95869309878057,-0.001584,0.016686,0.909453,0.415466,0,,,,,,
10,95869332856026,-0.19394022,-0.7013359,0.36215496,,,,,,,,
4,95869336128630,0.02263687,0.036218993,-0.042077947,,,,,,,,
11,95869347374776,-0.002558,0.016281,0.910647,0.412855,0,,,,,,
4,95869341128630,0.023169503,0.015180019,-0.03701794,,,,,,,,
4,95869352462432,0.02396845,0.0063915867,-0.032756884,,,,,,,,
11,95869361064255,-0.002722,0.015872,0.910524,0.413141,0,,,,,,
4,95869361064255,0.023702133,-0.010386328,-0.026897928,,,,,,,,
4,95869364253213,0.019441076,-0.016777916,-0.025566347,,,,,,,,
11,95869367645348,-0.002722,0.015872,0.910524,0.413141,0,,,,,,
4,95869367645348,0.019441076,-0.016777916,-0.025566347,,,,,,,,
4,95869375796494,0.0055926386,-0.025300032,-0.02396845,,,,,,,,
10,95869382449255,-0.18303467,-0.5459792,0.27047825,,,,,,,,
4,95869382449255,-0.0034621095,-0.029028457,-0.022370555,,,,,,,,
4,95869386834776,-0.011984225,-0.032756884,-0.021038974,,,,,,,,
4,95869397368734,-0.027164243,-0.038615838,-0.015180019,,,,,,,,
4,95869391834776,-0.027164243,-0.038615838,-0.015180019,,,,,,,,
4,95869401741546,-0.033822145,-0.040213734,-0.011984225,,,,,,,,
10,95869408728369,-0.16757579,-0.39297897,0.19097233,,,,,,,,
4,95869408728369,-0.040213734,-0.040480047,-0.009054748,,,,,,,,
4,95869410816859,-0.043675844,-0.0396811,-0.00479369,,,,,,,,
10,95869417823421,-0.17184068,-0.38429496,0.19069576,,,,,,,,
4,95869417823421,-0.043409526,-0.042077947,-0.002130529,,,,,,,,
4,95869427512171,-0.03488741,-0.04660532,0.0031957934,,,,,,,,
4,95869422823421,-0.03488741,-0.04660532,0.0031957934,,,,,,,,
11,95869427823421,-0.002604,0.013013,0.914446,0.404488,0,,,,,,
4,95869432512171,-0.029294772,-0.04873585,0.006657903,,,,,,,,
4,95869440457328,-0.0314253,-0.04527374,0.010386328,,,,,,,,
10,95869447842588,-0.3017998,-0.32139775,-0.0015287399,,,,,,,,
4,95869452127276,-0.03834952,-0.03701794,0.025033714,,,,,,,,
4,95869466914411,-0.062051654,-0.022370555,0.05566007,,,,,,,,
4,95869473082432,-0.06844324,-0.019441076,0.07243799,,,,,,,,
10,95869478048005,-0.8048332,0.2730219,-0.009101868,,,,,,,,
4,95869478048005,-0.07563378,-0.019973708,0.08974853,,,,,,,,
4,95869486134463,-0.09720538,-0.03195793,0.12836437,,,,,,,,
10,95869489549359,-1.0929933,0.534328,-0.040266037,,,,,,,,
4,95869489549359,-0.113983296,-0.043942157,0.15180019,,,,,,,,
4,95869493133265,-0.113983296,-0.043942157,0.15180019,,,,,,,,
10,95869499625921,-1.3445216,0.8864627,-0.08817005,,,,,,,,
4,95869499625921,-0.15952335,-0.07456851,0.21278657,,,,,,,,
4,95869515657536,-0.29374668,-0.14727281,0.33955306,,,,,,,,
4,95869504625921,-0.29374668,-0.14727281,0.33955306,,,,,,,,
