sensor,timestamp,x,y,z
10,1398618453423.0,-0.46992993,-0.009712398,0.111273766
10,1398628530246.0,-0.17143321,-0.022614062,0.13861942
10,1398638248319.0,0.017959118,-0.013933241,0.20203304
10,1398648248319.0,-0.070151806,0.05771357,0.24288177
10,1398658097746.0,-0.070151806,0.05771357,0.24288177
10,1398665476392.0,-0.11790848,0.031952024,0.21372795
10,1398677459257.0,-0.14470959,-0.015058279,0.20459652
10,1398687490507.0,-0.25473,-0.1583057,0.12426281
10,1398700725507.0,-0.29875493,0.16594559,0.14775944
10,1398707913319.0,-0.032782793,0.24094605,0.13034058
10,1398719753475.0,0.06764412,0.0956862,0.18582535
10,1398727034048.0,-0.05717659,0.027994692,0.235672
10,1398740144725.0,-0.053739786,0.02790767,0.23657703
10,1398753111496.0,-0.05092907,0.19951588,0.18427849
10,1398765080663.0,-0.046080112,0.18284065,0.22913265
10,1398771709100.0,-0.07002473,0.166062,0.24589252
10,1398785490663.0,-0.04465747,0.20999509,0.39618778
10,1398791478267.0,-0.03508067,0.23154289,0.37942886
10,1398803855767.0,0.023219824,0.20570695,0.46235943
10,1398812534413.0,0.06962204,0.22334105,0.5087452
10,1398825953944.0,0.07099795,0.29953748,0.44940472
10,1398837915350.0,0.05125761,0.2963146,0.38749218
10,1398847558892.0,-0.03201604,0.32397223,0.32890224
10,1398857801132.0,-0.07961249,0.36460286,0.28775883
10,1398870672486.0,-0.048907995,0.48389983,0.22513676
10,1398876842329.0,-0.04579544,0.47151893,0.22706127
10,1398886454465.0,-0.04334545,0.557032,0.14528179
10,1398895318892.0,-0.010652542,0.60041475,0.08019066
10,1398905657121.0,-0.025291681,0.66936284,0.04909706
10,1398917544100.0,-0.015916824,0.7662655,-0.0055656433
10,1398926957382.0,0.012149811,0.95403457,-0.057644844
10,1398938022069.0,0.015739202,0.92847234,-0.05407524
10,1398946806496.0,0.0052013397,1.1380091,-0.16169357
10,1398954701496.0,0.047133207,1.0937357,-0.0877676
10,1398964563736.0,0.100574255,0.80910206,-0.15929985
10,1398974440194.0,0.12583423,0.6771987,-0.31290054
10,1398984375454.0,0.18397665,0.7553996,-0.38151264
10,1398994221704.0,0.22589588,0.5407698,-0.36119556
10,1399006265298.0,0.21431327,0.27697468,-0.19833851
10,1399038795975.0,-0.03489542,-0.018842518,-0.2241478
10,1399071805246.0,-0.7282355,-0.38531464,-0.34120464
10,1399086793788.0,-0.7641437,-0.57940054,-0.37575912
10,1399112897850.0,-0.8269594,-0.9742676,-0.086997986
10,1399122785559.0,-0.799371,-1.148716,-0.22161388
10,1399186727798.0,-0.5856266,-0.95136297,0.45080376
10,1399227814725.0,-0.03500247,-0.8603476,0.72154236
10,1399238459100.0,0.13267803,-0.91255707,0.6135864
10,1399250662173.0,0.09100747,-0.869009,0.6059952
10,1399261176913.0,0.049375772,-0.8321991,0.59852695
10,1399269287381.0,0.6084455,-0.17480293,1.0113277
10,1399283008423.0,0.6450627,-0.0041531026,0.9587679
10,1399296231496.0,0.7515472,0.21258408,0.97974586
10,1399306234413.0,0.98232657,-0.05629927,0.7824993
10,1399332570663.0,0.68771327,-0.48825943,0.7984829
10,1399341883006.0,0.6292449,-0.38948828,0.7913027
10,1399351411288.0,0.56811976,0.010659188,0.7043257
10,1399382165402.0,0.06395042,1.1801537,0.44177055
10,1399390967381.0,0.06879604,0.7817661,0.48869705
10,1399413471392.0,0.23274565,-0.06379047,0.6124916
10,1399428012121.0,0.2656585,0.11199324,0.43702984
10,1399435679204.0,0.09876335,0.3138223,0.50845146
10,1399449184777.0,0.10105479,0.30613935,0.5085888
10,1399459629881.0,0.10299432,0.29868245,0.50868225
10,1399467915142.0,0.0013076067,0.26729113,0.43930817
10,1399476548944.0,-0.028901935,0.15282407,0.51594734
10,1399485481756.0,-0.08964062,0.12637965,0.590209
10,1399494871704.0,-0.1725359,0.12339024,0.6359625
10,1399505850767.0,-0.16781712,0.2022126,0.42766857
10,1399514967381.0,-0.125435,0.15280238,0.25249863
10,1399525352277.0,-0.08209646,0.00044995546,0.07727432
10,1399534730038.0,-0.05925131,-0.06702368,-0.0067691803
10,1399545119881.0,-0.06767118,0.04123634,-0.07627392
10,1399559068475.0,-0.037175298,0.283484,-0.15309429
10,1399569116913.0,0.05823636,0.3811366,-0.1895628
10,1399579366392.0,0.08203113,0.22541606,-0.1276474
10,1399588943058.0,0.119728684,0.108369105,-0.08485508
10,1399598643944.0,0.103218794,0.0748311,-0.08260727
10,1399611287329.0,0.051297426,0.098921604,-0.02521038
10,1399619957954.0,0.024614573,0.08845258,0.04638958
10,1399629729569.0,0.027788162,0.14484394,-0.12639523
10,1399637756548.0,0.041201472,0.061714683,-0.2443304
10,1399648893371.0,0.002374053,0.012509316,-0.34979248
10,1399657869100.0,-0.08916092,-0.012317501,-0.44967175
10,1399668703423.0,-0.21528256,0.051747926,-0.4579525
10,1399677639256.0,-0.31699586,0.14179352,-0.43742752
10,1399688424673.0,-0.37668526,0.26973844,-0.35002708
10,1399697632590.0,-0.37045753,0.20066495,-0.2655716
10,1399709236340.0,-0.3750317,0.03656362,-0.1697321
10,1399717718892.0,-0.32281208,0.16798933,-0.21329308
10,1399728093840.0,-0.31795895,0.25820798,-0.2543974
10,1399736941496.0,-0.39854062,0.35276687,-0.2686205
10,1399747751548.0,-0.4957757,0.3237757,-0.14152431
10,1399756895194.0,-0.54662824,0.18538243,0.24198437
10,1399767674360.0,-0.47153497,-0.24210057,0.8158188
10,1399776471287.0,-0.18868256,-0.44218117,1.1518097
10,1399787373787.0,-0.15109754,-0.37015378,1.2422028
10,1399796277173.0,-0.26705003,-0.2338799,1.0567474
10,1399808104100.0,-0.38311267,-0.011157781,0.99022007
10,1399816591496.0,-0.50062215,-0.0019655675,0.8242531
10,1399826954152.0,-0.4902023,0.06163402,0.65854263
10,1399835925402.0,-0.4908837,0.09190029,0.48596668
10,1399846589777.0,-0.42540264,0.00615865,0.3420477
10,1399854532225.0,-0.39667225,0.00615865,0.2558565
10,1399868827902.0,-0.37506223,0.02420631,0.2494688
10,1399877670715.0,-0.28650463,-0.08022511,0.2835083
10,1399888205142.0,-0.21700072,-0.23064828,0.3119526
10,1399896131392.0,-0.12412143,-0.20628738,0.3132944
10,1399907889829.0,-0.076239824,-0.053732246,0.33313942
10,1399916484517.0,-0.06457901,0.021821916,0.3551216
10,1399926888996.0,-0.08570933,0.07133585,0.36997318
10,1399933304204.0,-0.09768033,0.00429821,0.48968315
10,1399947993214.0,-0.09082091,-0.1033974,0.51605606
10,1399955908006.0,-0.073150754,-0.14664942,0.55373955
10,1399966324569.0,-0.02801776,-0.17561135,0.44983768
10,1399972679256.0,-0.054353952,-0.108573705,0.37561798
10,1399987576079.0,-0.1741687,-0.07503325,0.39419365
10,1399996471079.0,-0.26987934,0.001203984,0.33946228
10,1400007955662.0,-0.36988592,0.054489315,0.4169197
10,1400016446339.0,-0.36125422,0.037318796,0.4179287
10,1400026656964.0,-0.3881533,0.045153916,0.21752262
10,1400033099152.0,-0.33787513,0.045153916,0.23907089
10,1400045311131.0,-0.30207825,-0.0023382306,0.1749382
10,1400053294621.0,-0.21261394,0.020785272,0.20164585
10,1400064254881.0,-0.20718467,0.06313717,0.23789501
10,1400072250558.0,-0.16397715,0.033983007,0.33159065
10,1400083983110.0,-0.09411991,0.08930163,0.46076393
10,1400091991808.0,-0.02967441,0.25085545,0.4340372
10,1400105203058.0,0.050445795,0.3887169,0.42856312
10,1400113560506.0,0.1512264,0.28841633,0.411067
10,1400123868162.0,0.1777252,0.2438031,0.3170824
10,1400131905662.0,0.2535205,0.29688686,0.26601028
10,1400143314829.0,0.24858618,0.3923965,0.16038895
10,1400151276235.0,0.22746348,0.4268524,0.14390182
10,1400164375558.0,0.21762145,0.50013644,0.12532711
10,1400172436131.0,0.27791607,0.47344255,0.070593834
10,1400182624725.0,0.32867336,0.46819872,0.06574631
10,1400191864412.0,0.3523897,0.41829813,-0.04931259
10,1400204266600.0,0.31315386,0.34468246,-0.08500576
10,1400212629308.0,0.26597476,0.28836,-0.16826916
10,1400223850714.0,0.19634461,0.30906796,-0.21775436
10,1400231824152.0,0.15760362,0.28287572,-0.25529575
10,1400243571964.0,0.14347637,0.2444515,-0.27158737
10,1400251608319.0,0.13881671,0.18554467,-0.1997261
10,1400262939100.0,0.09526408,0.08113572,-0.2069273
10,1400270923266.0,0.10908687,-0.025169894,-0.2073412
10,1400281741287.0,0.05329275,-0.10955134,-0.114328384
10,1400290633891.0,-0.069063425,-0.24833065,-0.03980732
10,1400303010558.0,-0.24191308,-0.26243573,0.083465576
10,1400311500766.0,-0.42362237,-0.14621696,0.21004105
10,1400322715402.0,-0.6946448,-0.07841882,0.33103657
10,1400330641808.0,-0.9553695,-0.064223886,0.5254164
10,1400342096235.0,-1.2592708,-0.0901397,0.70745564
10,1400350021444.0,-1.5027016,-0.33002675,1.0202875
10,1400361830871.0,-1.6018372,-0.69167733,1.4578094
10,1400369708579.0,-1.5142176,-0.8482208,1.8366747
10,1400380691548.0,-1.3875849,-0.89155424,1.9030762
10,1400388846652.0,-1.1707654,-0.8604859,1.8123093
10,1400402032850.0,-0.97146606,-0.84747666,1.5888367
10,1400429696912.0,-0.2942145,0.25405967,0.68106365
10,1400437994725.0,-0.20806956,0.5189594,0.4876833
10,1400448020506.0,-0.11978817,0.7680291,-0.17075157
10,1400457761652.0,0.03890896,0.6053945,-0.39747524
10,1400469555662.0,0.19453454,0.4519472,-0.57465076
10,1400479047381.0,0.39261556,0.22521666,-0.37490082
10,1400490052068.0,0.64561653,-0.049828976,-0.14862633
10,1400498008839.0,1.0245372,0.18010816,0.27589035
10,1400510466079.0,1.116817,0.33091533,0.2908907
10,1400520378735.0,1.3326325,0.83966815,0.3500576
10,1400530790975.0,1.2879627,0.8555332,0.119989395
10,1400539801704.0,1.0603387,0.52018625,0.18521976
10,1400550218475.0,1.0147061,0.0710406,0.27274323
10,1400558146131.0,1.2890211,-0.008561529,0.3339014
10,1400568753891.0,1.3499734,0.026099086,0.10881424
10,1400577595871.0,1.5488278,0.37459546,-0.6626806
10,1400588386079.0,1.5795496,1.2264328,-0.9481783
10,1400597505298.0,1.9966079,2.0455477,-0.37268257
10,1400609072902.0,2.4673705,2.2460356,0.10846424
10,1400617598839.0,2.6815062,1.7808915,1.1339369
10,1400628103475.0,2.5156362,0.7678704,1.4299707
10,1400636914048.0,2.239575,0.34089148,0.9151945
10,1400647789308.0,1.544524,0.45796815,-0.3769064
10,1400656978266.0,0.97652155,0.91099364,-0.9603462
10,1400667454152.0,0.7614054,0.851001,-1.1050911
10,1400676580245.0,0.6353932,0.41826123,-0.9230108
10,1400687186860.0,0.80440664,-0.45019704,-0.24624157
10,1400695083006.0,0.45964158,-0.97452724,-0.1265316
10,1400709814152.0,-0.24308574,-0.9089737,0.024524689
10,1400718400089.0,-0.18614566,-0.8595604,0.035051346
10,1400728765610.0,-0.8511596,-0.28725868,-0.158988
10,1400736834777.0,-1.1928681,0.3177655,-0.110248566
10,1400747432798.0,-1.4536793,0.15556312,0.13840389
10,1400753758579.0,-1.4848039,-0.50523657,0.33233452
10,1400768816704.0,-1.2506897,-0.90664476,0.52484035
10,1400777623110.0,-1.1991305,-0.87063587,0.5363865
10,1400788158943.0,-1.3680632,-1.0866845,0.47443962
10,1400796974100.0,-1.5338998,-0.7458757,0.31921387
10,1400808566235.0,-1.7399776,-0.34157205,0.15064621
10,1400816916443.0,-1.6707618,-0.33469272,0.16510487
10,1400827424516.0,-1.83869,-0.27958292,-0.10009956
10,1400833759308.0,-1.8434784,-0.5381568,-0.17431927
10,1400846374360.0,-1.6219866,-0.7423714,-0.1621294
10,1400854286600.0,-1.3905823,-0.66451854,0.036269188
10,1400866143266.0,-1.0949247,-0.25193888,0.0148181915
10,1400874040610.0,-0.8562007,0.2396068,-0.002755165
10,1400885738318.0,-0.75465703,0.70691323,-0.021539688
10,1400893691912.0,-0.5246277,1.0667517,-0.040920258
10,1400906170766.0,-0.46113968,1.1422082,-0.10331535
10,1400914389360.0,-0.30071473,1.1330632,-0.5968313
10,1400925590245.0,-0.23859787,0.6525557,0.18326855
10,1400933532745.0,-0.010714769,-1.4638977,-0.38101006
10,1400945234412.0,0.25438023,-1.7727637,-0.09712219
10,1400953175089.0,1.2494402,-1.5169842,1.06849
10,1400964949933.0,1.3706727,-0.96984434,1.4269733
10,1400972951704.0,1.316676,0.33072716,1.7592831
10,1400984803006.0,0.85547477,0.76517737,1.5716858
10,1400992747797.0,0.5156034,0.3165291,1.0877104
10,1401005096027.0,0.3222705,-0.3541289,0.4825325
10,1401013503891.0,0.35326254,-0.49461293,-0.9123888
10,1401024709464.0,0.33205628,-0.28809637,-1.2880335
10,1401032669204.0,0.27287412,-0.23827887,-1.809938
10,1401044074308.0,0.1819762,-0.29958534,-1.2966766
10,1401052054464.0,0.28817534,-0.49088347,-0.8418093
10,1401062995245.0,0.38970447,-0.6460829,-0.60988426
10,1401071050037.0,0.26388264,-0.6615077,-0.15967464
10,1401082778579.0,0.03959644,-0.8169249,0.23383713
10,1401090765818.0,-0.20164943,-0.8141631,0.42685223
10,1401103955922.0,-0.5028837,-0.6879574,0.65559673
10,1401112321756.0,-0.78577876,-0.72134745,0.6353655
10,1401122653058.0,-0.8252473,-0.34482908,0.31497955
10,1401130829204.0,-0.91450906,0.21593285,-0.12646866
10,1401143055454.0,-1.0342766,0.37241048,-0.29383278
10,1401151052224.0,-1.099127,0.11912477,0.10219288
10,1401161954047.0,-0.7372068,0.5695752,0.3656788
10,1401169900245.0,-0.77907383,0.3645286,0.8040333
10,1401182513370.0,-0.46121526,0.9054946,1.3548918
10,1401190621756.0,-0.1742413,1.0280768,1.8803806
10,1401202222277.0,-0.115279436,0.60827005,2.257865
10,1401210642797.0,-0.19797814,0.049716234,2.184596
10,1401221185766.0,-0.3173058,-0.21177363,1.5607843
10,1401230052797.0,-0.49249113,-0.099680424,0.52418613
10,1401241021131.0,-0.6764959,0.2984779,-0.34669876
10,1401249014516.0,-0.74463224,0.35110593,-0.89167976
10,1401261764881.0,-0.5172236,0.14411879,-0.9504366
10,1401269598526.0,-0.18872952,-0.20588171,-0.55629444
10,1401281456391.0,0.25905704,-0.18047428,-0.035917282
10,1401289358266.0,0.44688296,-0.058008432,0.23097801
10,1401301735506.0,0.17484856,-0.05723667,0.3710022
10,1401310173110.0,0.12895751,0.18538904,0.38002777
10,1401320509724.0,0.10776615,0.30843008,0.1022892
10,1401328389724.0,0.04832053,0.31635642,0.037477493
10,1401340815506.0,-0.051404715,0.23625588,0.04155922
10,1401348878006.0,-0.0052456856,0.49348062,-0.04340458
10,1401360582016.0,0.027669907,0.5907657,-0.0797596
10,1401368565193.0,0.11637902,0.5083862,-0.058696747
10,1401379425349.0,0.13183832,0.3705207,0.029718399
10,1401387413266.0,0.24221873,0.111260176,0.08179569
10,1401400605558.0,0.3610301,-0.029633284,0.09829235
10,1401408968526.0,0.2697276,-0.36698544,0.2694683
10,1401420195141.0,0.22160399,-0.38983643,0.33663464
10,1401428179829.0,0.16816127,-0.15939474,0.40849686
10,1401439725141.0,0.20548236,0.16520047,0.39857292
10,1401447720870.0,0.17120159,0.14440441,0.45302963
10,1401459504881.0,0.1827606,-0.085980415,0.47991085
10,1401467460870.0,0.21430898,-0.13107407,0.51417255
10,1401478369985.0,0.24533308,-0.09628677,0.37851334
10,1401486305193.0,0.21693456,-0.12072861,0.50679684
10,1401499391078.0,0.027775764,-0.33824062,0.69229984
10,1401507700766.0,0.06646514,-0.23896265,0.8350334
10,1401518019412.0,0.11000705,0.13677418,0.5968752
10,1401524447797.0,-0.17490149,0.46477807,0.35984993
10,1401540290610.0,0.09963083,0.61354285,0.60978794
10,1401548191287.0,0.06744909,0.62810975,0.6057167
10,1401559641287.0,-0.14011681,0.1580869,-0.16524601
10,1401567622797.0,0.48526573,0.68691903,0.47542858
10,1401578193422.0,0.54150224,-0.30489075,0.9459934
10,1401584538318.0,0.44094586,-1.0255455,1.2021723
10,1401599867797.0,0.25304997,-0.8725383,1.1079454
10,1401608277953.0,0.2667595,-0.8582227,1.1127281
10,1401618670089.0,-0.062306523,-0.18211949,0.5192957
10,1401626599776.0,-0.18987453,-0.0030895472,0.16444778
10,1401637078787.0,-0.14244258,0.36951804,-0.025066376
10,1401643443214.0,-0.22384536,0.5610542,-0.10407543
10,1401658822693.0,-0.23561037,0.38441527,-0.05965519
10,1401666715037.0,-0.2065506,0.41299653,-0.049152374
10,1401677548839.0,-0.2303114,-0.1560911,0.18212223
10,1401683881912.0,-0.2207346,-0.09384191,0.043258667
10,1401697086755.0,-0.18511617,0.34190178,0.5493469
10,1401705477068.0,0.21539462,0.0006761551,0.83211803
10,1401715824828.0,-0.0751518,-0.7511157,0.119846344
10,1401724687172.0,-0.20471513,-0.540262,-0.16740799
10,1401735445714.0,-0.37345576,0.2847196,-0.31529713
10,1401744377172.0,-0.5857403,0.3722353,-0.37202168
10,1401755360558.0,-0.75356746,-0.12078285,-0.11978531
10,1401764243110.0,-0.63350534,-0.36289287,0.16624165
10,1401775003578.0,-0.43537426,-0.3548237,0.37544632
10,1401783975558.0,-0.27634645,-0.34347737,0.4672022
10,1401795946808.0,-0.22993422,-0.35679555,0.4639988
10,1401804427745.0,-0.048228025,-0.14000845,-0.03911972
10,1401814687380.0,-0.040172577,-0.06426382,-0.058408737
10,1401823608214.0,-0.1019516,-0.100525856,-0.2877016
10,1401834259933.0,-0.041355133,-0.19242847,-0.3095913
10,1401843236547.0,0.10764718,-0.096812606,-0.32669067
10,1401854067120.0,0.22823584,0.08476138,-0.0731802
10,1401863034880.0,0.25778997,0.21488428,0.1321106
10,1401873795818.0,0.27292788,0.32461667,0.31145477
10,1401882826547.0,0.22769773,0.41896516,0.37461376
10,1401894886183.0,0.16167152,0.47607034,0.3196783
10,1401903455870.0,0.10191572,0.5400895,0.39745045
10,1401913668370.0,0.08062899,0.6082212,0.45402336
10,1401922612589.0,0.055365443,0.606313,0.45361137
10,1401933194985.0,0.10661435,0.62652403,0.5414314
10,1401942146078.0,0.12865722,0.67020154,0.6100235
10,1401952913891.0,0.10692966,0.7082029,0.56850624
10,1401961928891.0,0.0699116,0.89295816,0.40230465
10,1401972683370.0,-0.006392598,0.89643675,0.55309486
10,1401981882849.0,-0.13986087,0.60176647,0.68248653
10,1401993747328.0,-0.20501506,0.40617943,0.78166485
10,1402002289307.0,-0.2584349,0.4569773,0.76537323
10,1402012629307.0,-0.23654854,0.5741715,0.62885
10,1402021608839.0,-0.24326324,0.42860752,0.7683115
10,1402032082849.0,-0.30859268,0.00010621548,0.95016766
10,1402041264776.0,-0.3225025,-0.1616323,0.9453888
10,1402051842172.0,-0.31036603,0.10147369,0.70934486
10,1402060774880.0,-0.35859787,0.4196247,0.271801
10,1402071590453.0,-0.4016143,0.684896,-0.10773754
10,1402080753057.0,-0.35640264,0.3935374,-0.11468029
10,1402092642797.0,-0.19152367,-0.29252344,-0.13692474
10,1402101300557.0,0.046043634,-0.60898656,0.0480299
10,1402111603422.0,0.2207557,-0.7146326,0.30999374
10,1402120447328.0,0.28532624,-0.6464467,0.4794054
10,1402130890609.0,0.32140958,-0.6202042,0.5929909
10,1402140085245.0,0.34740698,-0.7550769,0.6571312
10,1402150725245.0,0.31320107,-1.0031941,0.7278166
10,1402159738630.0,0.14787662,-0.8017543,0.54520416
10,1402170566807.0,-0.06254363,-0.3729732,0.38762474
10,1402178429047.0,-0.20713794,-0.19970751,0.20506096
10,1402190976443.0,-0.22580409,-0.17614037,0.09762192
10,1402199597589.0,-0.2576207,-0.26937252,-0.023999214
10,1402210030297.0,-0.1726588,-0.2399624,-0.23879623
10,1402219134099.0,-0.21220338,-0.22869605,-0.31419277
10,1402229841287.0,-0.25080276,-0.40811574,-0.38079166
10,1402238815297.0,-0.15879059,-0.26533675,-0.4305458
10,1402249577224.0,-0.13763738,0.0016492009,-0.5798378
10,1402258555766.0,-0.16576755,0.28115714,-0.6244955
10,1402269363995.0,-0.07427871,0.109345675,-0.76242447
10,1402278399724.0,0.02865076,-0.2440874,-0.3166914
10,1402290411026.0,0.117679,-0.9340279,0.08302593
10,1402298971495.0,0.4328661,-1.1826115,0.46099186
10,1402309249568.0,0.72177136,-0.58820295,0.3609829
10,1402317137693.0,0.30573606,-0.42999738,0.7719612
10,1402328904255.0,-0.10123253,-0.4572692,0.96604824
10,1402336895662.0,-0.0313102,-0.11947292,1.1750193
10,1402348976078.0,-0.11318219,-0.16988349,1.1537151
10,1402356946182.0,-0.035205007,-0.46859872,0.9641733
10,1402368273943.0,0.030439734,-0.0816409,0.7820749
10,1402376145193.0,-0.17067325,0.32297915,0.4899826
10,1402409783370.0,-0.26166892,0.49465716,0.046645164
10,1402417469880.0,-0.2761308,0.45647305,-0.3766098
10,1402427374776.0,-0.10775089,0.12772137,-0.2454977
10,1402434956964.0,0.021535993,-0.015930772,-0.09945202
10,1402449154880.0,-0.0018945932,-0.21705991,0.115727425
10,1402456851182.0,0.1342926,-0.02434218,0.11302471
10,1402465183005.0,0.040923357,-0.07939416,-0.19103622
10,1402476232380.0,-0.07829714,-0.07076365,-0.09956455
10,1402487862536.0,-0.08888376,-0.23992091,-0.24431324
10,1402495790036.0,0.03575182,-0.017146349,-0.26578045
10,1402507063995.0,0.04153347,0.1795221,-0.17375374
10,1402515343839.0,-0.047695756,0.14380908,0.052490234
10,1402526782953.0,-0.09405506,0.020152688,0.14261055
10,1402535137432.0,-0.042790174,-0.1290986,0.20144749
10,1402546574516.0,0.017291188,-0.2692808,0.21185017
10,1402554984568.0,0.03434527,-0.21023071,0.12134361
10,1402566359828.0,0.022129655,-0.119196236,0.04485607
10,1402574908422.0,-0.045262337,-0.13968134,0.0074071884
10,1402593676130.0,0.13868928,-0.18497318,0.15815449
10,1402606271547.0,0.17334294,0.016591191,0.32606983
10,1402614214047.0,0.18926835,0.11568022,0.45090008
10,1402625435557.0,0.07555592,0.059040844,0.59152985
10,1402634291338.0,0.0099259615,-0.12863427,0.573267
10,1402646079880.0,-0.015319943,-0.19943398,0.5868435
10,1402654010557.0,-0.068327665,-0.06664699,0.5934496
10,1402664947120.0,-0.124206424,0.22351062,0.5952034
10,1402674277432.0,-0.19746971,0.3745603,0.58073235
10,1402686144932.0,-0.26696193,0.31716192,0.50044537
10,1402694493318.0,-0.22456813,0.013351142,0.36150742
10,1402705998734.0,-0.16258752,-0.2690152,0.32134438
10,1402713877588.0,-0.08908689,-0.3563679,0.20702457
