x_a,y_a,z_a,x_g,y_g,z_g
-0.06762099,-0.47010493,0.31010437,0.09187906,-0.2543319,-0.11930962
0.12336993,-0.60573924,0.6492262,0.24580978,-0.29960564,-0.18695392
0.37153018,-0.2683562,0.07782078,0.32836777,-0.32969934,-0.24314661
0.37153018,-0.2683562,0.07782078,0.42663842,-0.35073832,-0.3257046
-0.26733088,0.3088361,-0.35455513,0.5091964,-0.3587278,-0.47164583
0.39568663,1.449255,-1.2858038,0.15739283,-0.304133,-0.3254383
-0.18431437,1.8167819,-0.7850542,-0.3472762,-0.24261399,-0.38775626
0.6219506,1.0287918,0.38706017,-0.9129316,-0.1685781,-0.08468852
0.80619717,-1.0441004,1.5641966,-1.0024139,-0.10359697,-0.032756884
0.80619717,-1.0441004,1.5641966,-0.69668293,0.040213734,-0.018642128
0.73114467,-1.0524966,1.7434711,-0.27563718,0.18002969,-0.039414786
0.73114467,-1.0524966,1.7434711,0.025566347,0.2926814,-0.06711166
-0.23500264,-0.054612637,0.59054947,0.1768339,0.33822146,-0.04474111
-0.23500264,-0.054612637,0.59054947,0.22849922,0.31771514,-0.004261058
-0.26379013,0.06680977,-0.08505535,0.22876555,0.29454562,0.009853696
-0.24224925,0.24397302,-0.10421181,0.18722023,0.27776772,0.004261058
-0.13724005,0.33969355,-0.11626625,0.11558119,0.25086978,0.0
-0.13724005,0.33969355,-0.11626625,0.040213734,0.20240025,-0.03914847
-0.10539448,0.48084056,-0.30125427,-0.026365295,0.16165388,-0.07882957
0.04543364,0.6915268,0.09857464,-0.17550232,0.13901702,-0.013315806
0.54561853,0.031101465,0.41321278,-0.27403927,0.07536746,0.111852765
0.54561853,0.031101465,0.41321278,-0.05486112,0.025832662,0.0058589545
-0.051841497,0.16380918,-0.4497223,0.11984225,0.049002163,0.053795855
-0.051841497,0.16380918,-0.4497223,0.08894958,0.050866377,0.111852765
-0.07685959,0.008337259,-0.3133335,-0.032756884,0.049534798,0.08042747
-0.1869824,-0.3005041,-0.03560257,-0.08628642,0.04926848,0.028229509
-0.15814996,-0.17339718,0.06785488,-0.08628642,0.04580637,0.009853696
-0.17644215,0.14783335,0.08561897,-0.08628642,0.04527374,-0.057790596
-0.20291781,0.21608436,0.08106041,-0.09321064,0.051132694,-0.08575379
-0.39791512,-0.012989521,0.076618195,-0.101999074,0.05352954,-0.14247912
-0.40010166,-0.13174129,0.10916424,-0.08522116,0.043675844,-0.15313177
-0.32785392,-0.25337207,0.22687817,-0.013315806,0.02876214,-0.17496969
-0.32785392,-0.25337207,0.22687817,0.07829694,0.02130529,-0.19973709
-0.378484,0.29547524,0.039751053,0.11638014,0.015180019,-0.21038973
-0.378484,0.29547524,0.039751053,0.14354439,0.009321064,-0.21358553
-0.41988087,0.32891893,0.055653572,0.13022858,0.0037284256,-0.20133498
-0.38097858,0.10567522,0.24488926,0.07350325,-0.02743056,-0.13102753
-0.30679798,0.017173886,0.34755707,0.06258429,-0.037284255,-0.11371698
-0.13932419,-0.21146834,0.6459465,0.04660532,-0.04474111,-0.080960095
-0.13423753,-0.2890501,0.635911,0.039414786,-0.048469532,-0.05566007
-0.13423753,-0.2890501,0.635911,0.035153728,-0.050866377,-0.040480047
-0.1276474,-0.20967007,0.57926464,0.038083203,-0.054594804,-0.032756884
-0.1276474,-0.20967007,0.57926464,0.0561927,-0.05752428,-0.024767399
-0.16559172,-0.21163476,0.44470787,0.06471482,-0.060453758,-0.0015978967
-0.11020064,-0.10037458,0.24853611,0.06578008,-0.059921127,0.009054748
-0.11020064,-0.10037458,0.24853611,0.07163903,-0.054062173,0.017576864
-0.13806605,-0.14341915,0.17597294,0.091080114,-0.04660532,0.03089267
-0.13806605,-0.14341915,0.17597294,0.11371698,-0.05352954,0.039414786
-0.14151168,-0.083545566,0.3154812,0.14567491,-0.060720075,0.041012682
-0.14151168,-0.083545566,0.3154812,0.1818939,-0.07057377,0.03834952
-0.030807972,-0.14391291,0.39175224,0.21678132,-0.072171666,0.025566347
-0.030807972,-0.14391291,0.39175224,0.2743056,-0.08735169,0.0055926386
0.012508154,-0.018360853,0.641016,0.33262882,-0.10226539,0.017576864
0.10498345,0.18623507,0.71386814,0.34914044,-0.11744541,0.027164243
0.10498345,0.18623507,0.71386814,0.32330775,-0.13821806,0.025566347
0.07430506,0.07253337,0.6861448,0.29880667,-0.1486044,0.025300032
0.07430506,0.07253337,0.6861448,0.26498455,-0.16591494,0.022903185
0.06455779,0.08286512,0.6054945,0.18482338,-0.21012342,-0.016245283
0.028826475,0.17512476,0.46035576,0.1536644,-0.2495382,-0.059388492
0.018654108,0.2476505,0.15424156,0.15446335,-0.31265512,-0.08175905
0.083675504,0.31003582,-0.272357,0.13369069,-0.37763625,-0.120907515
0.0858891,0.41945904,-1.0158472,0.072171666,-0.360592,-0.08069378
0.0858891,0.41945904,-1.0158472,-0.009054748,-0.27989823,0.06897587
0.768977,-0.18786085,0.079174995,-0.11638014,-0.1323591,0.19707392
0.92326283,-0.7385597,1.0017891,-0.19574234,0.027963191,0.23728766
0.92326283,-0.7385597,1.0017891,-0.19121496,0.21118867,0.24474451
0.2932055,-0.54052734,0.998641,-0.1587244,0.27883297,0.22077605
0.2932055,-0.54052734,0.998641,-0.122771725,0.3339604,0.19547603
-0.2510966,-0.20341659,0.0033988953,-0.0974717,0.35766253,0.14354439
-0.6414,-0.045965552,-0.6872282,-0.15765914,0.2828277,0.11345066
-0.5455339,-0.065695286,-0.8159323,-0.18961707,0.23355924,0.1206412
-0.34168673,-0.21441865,-0.3993597,-0.21704763,0.06258429,0.1355549
0.121317744,-0.306661,-0.08067131,-0.19121496,0.04660532,0.1486044
0.11804509,-0.5458256,0.30688,-0.16192019,-0.024234766,0.02130529
-0.07263267,-0.5657363,0.30721283,-0.08522116,-0.052996907,-0.04181163
-0.5862024,-0.14452171,-0.7606611,0.32091093,-0.15686019,-0.20373182
-0.5862024,-0.14452171,-0.7606611,0.29960564,-0.15819177,-0.18801917
-0.8712058,1.2337182,-0.631732,0.16138756,-0.13635385,-0.11584751
-0.8712058,1.2337182,-0.631732,-0.08974853,-0.13129385,-0.19680761
-0.42801857,1.4718146,0.0768013,-0.39521313,-0.07882957,-0.047670584
-0.035999656,-0.15802896,0.9712572,-0.73157036,-0.07829694,-0.02876214
0.21189702,-0.5108006,1.3821402,-0.72304827,-0.0314253,0.010652645
0.30518293,-0.47373033,1.5218239,-0.3637878,0.054328486,-0.01438107
0.27956212,-0.35751176,1.3217402,-0.23888555,0.1025317,-0.020506341
-0.02504301,0.12002754,0.7150583,-0.05006743,0.16271915,-0.041545313
-0.07415342,0.20154822,0.4485674,0.040213734,0.2034655,-0.014913702
-0.07415342,0.20154822,0.4485674,0.06791061,0.22397186,0.015978966
-0.18560374,0.2606181,0.23645496,0.076166406,0.22423817,0.041279
-0.2122922,0.121269464,0.017580032,0.06924219,0.22370553,0.057257965
-0.2122922,0.121269464,0.017580032,0.04527374,0.21198763,0.092944324
-0.19347286,0.051816106,0.019963264,0.039947417,0.20186761,0.098004326
-0.19347286,0.051816106,0.019963264,0.04660532,0.18162759,0.091080114
-0.26931345,-0.06806421,0.04296589,0.04926848,0.175236,0.07563378
-0.061476827,0.23960197,0.6081886,-0.06897587,0.15978967,0.16937704
0.31160092,-0.40673864,0.62951183,-0.10146644,0.09986854,0.2463424
-0.05375254,-0.82921946,0.17515373,0.05912218,0.06737798,0.18322548
-0.12988138,0.19070876,-0.1049099,0.1587244,0.08495484,0.22210763
-0.196599,0.64309204,-0.14334011,0.077231675,0.08229168,0.24740767
-0.196599,0.64309204,-0.14334011,-0.08442221,0.07483483,0.2495382
-0.19945455,-0.18451858,0.4081192,-0.14247912,0.07057377,0.23835292
-0.19945455,-0.18451858,0.4081192,-0.170176,0.06498113,0.22397186
-0.05085659,-0.14139235,0.5636234,-0.15739283,0.050866377,0.17550232
0.028385162,0.1496414,0.46191502,-0.13928333,0.049002163,0.116912775
-0.020535946,0.13917518,0.33270645,-0.1222391,0.06178534,0.063116916
-0.136276,0.028476954,0.31383514,-0.060720075,0.064182185,0.035153728
-0.14703083,-0.029973626,0.30692196,0.03089267,0.05273059,0.022104237
-0.11352515,0.07298112,0.29973698,0.101999074,0.04234426,0.007989483
-0.10298872,0.18014276,0.05508995,0.12543489,0.03542004,-0.0039947415
-0.17874622,0.23319936,-0.09829998,0.10146644,0.029827405,-0.009321064
-0.17874622,0.23319936,-0.09829998,0.092145376,0.010120012,-0.014647386
-0.28298354,0.19802678,-0.12846851,0.09560748,-0.004261058,-0.016777916
-0.28298354,0.19802678,-0.12846851,0.09134643,-0.017576864,-0.010652645
-0.14542937,0.33027232,-0.09947777,0.054062173,-0.032490566,0.0061252704
-0.09275055,0.37576342,-0.08989906,-0.03888215,-0.037550572,0.014647386
-0.15756059,0.19061136,0.04763031,-0.09720538,-0.041545313,0.0127831735
-0.16461635,0.20468831,0.04848957,-0.088150635,-0.05486112,0.016777916
0.0029284954,-0.16942203,0.32761288,-0.027963191,-0.059388492,0.017310547
0.014889717,-0.08800781,0.35873795,0.03488741,-0.04527374,0.014647386
-0.044988632,-0.047843814,0.4116993,0.05885586,-0.036751624,0.015978966
-0.12673593,-0.06379914,0.46265984,0.092145376,-0.023702133,0.023435818
-0.12673593,-0.06379914,0.46265984,0.09720538,-0.02396845,0.021571605
-0.1236155,-0.025587082,0.4995613,0.096939065,-0.02876214,0.020772656
-0.1236155,-0.025587082,0.4995613,0.09853696,-0.03355583,0.014913702
-0.12429428,-0.055366874,0.45198822,0.09933591,-0.036485307,0.013582122
-0.1712184,-0.050914407,0.3953266,0.1025317,-0.036751624,0.010918961
-0.18114448,-0.05148256,0.3771801,0.09427591,-0.033822145,0.018109497
-0.18114448,-0.05148256,0.3771801,0.07456851,-0.03195793,0.02263687
-0.23783922,-0.020938873,0.57594967,0.06791061,-0.024767399,0.02956109
-0.23783922,-0.020938873,0.57594967,0.101200126,-0.02956109,0.044208474
-0.24840641,-0.19668233,0.57263184,0.123836994,-0.034088463,0.06924219
-0.27359295,-0.12625384,0.5308943,0.14354439,-0.019707393,0.07350325
-0.27359295,-0.12625384,0.5308943,0.16484967,-0.010120012,0.08655274
-0.45683527,0.12684858,0.381361,0.18775286,-0.009321064,0.092944324
-0.45683527,0.12684858,0.381361,0.19068234,-0.01571265,0.09374327
-0.42348647,0.17030966,0.33674335,0.18109496,-0.014114754,0.09960223
-0.42348647,0.17030966,0.33674335,0.15845808,-0.029827405,0.10865697
-0.20721674,0.03037858,0.4592638,0.13662016,-0.043409526,0.12463594
-0.20721674,0.03037858,0.4592638,0.13342437,-0.034088463,0.13741912
-0.016743898,0.07673681,0.58286667,0.13954964,-0.04527374,0.13582122
-0.016743898,0.07673681,0.58286667,0.1486044,-0.06098639,0.14168017
0.35127568,0.06325877,1.0718021,0.17710021,-0.10626013,0.12357068
0.35127568,0.06325877,1.0718021,0.23409186,-0.15153387,0.05273059
0.39925325,0.3199805,0.8081207,0.2926814,-0.19734024,-0.038083203
0.17345285,0.5780594,0.35491467,0.32170987,-0.23861924,-0.07962852
0.17345285,0.5780594,0.35491467,0.35233623,-0.29241508,-0.10865697
0.53730106,0.754402,-0.2885208,0.3304983,-0.44075316,-0.17630127
0.8412454,1.2968028,-2.0330215,0.2066613,-0.5747102,-0.28549087
0.81735444,1.1261892,-1.903439,0.0628506,-0.4165184,-0.08948222
0.81735444,1.1261892,-1.903439,-0.2394182,-0.15899073,0.2761698
1.8488373,0.3266651,0.6558294,-0.5656554,0.032756884,0.27643612
1.8488373,0.3266651,0.6558294,-0.6689861,0.22690132,0.23702134
0.874487,-0.51790535,-0.010231972,-0.5291701,0.29534456,0.2495382
0.71974814,-0.5940019,-1.3045063,-0.3257046,0.3075951,0.26631612
0.71974814,-0.5940019,-1.3045063,-0.21118867,0.34194988,0.3107909
0.46079051,-0.21833599,-1.6035762,-0.16271915,0.34621096,0.35633096
0.46079051,-0.21833599,-1.6035762,-0.109988555,0.3518036,0.42211103
0.54125834,-0.54678893,-0.9561596,-0.046339005,0.34780884,0.5094627
0.54125834,-0.54678893,-0.9561596,0.015978966,0.3371562,0.48815745
0.117984295,-1.950703,0.21210289,0.14247912,0.3334278,0.42077947
0.117984295,-1.950703,0.21210289,0.35233623,0.3174488,0.3110572
-0.363827,-1.357923,1.7008104,0.48203218,0.26338664,0.25060347
-0.363827,-1.357923,1.7008104,0.46818373,0.15180019,0.25885928
-0.21369255,-0.3771392,1.6743841,0.42317632,0.066312715,0.2396845
-0.21369255,-0.3771392,1.6743841,0.20799288,-0.18429075,0.087884314
-1.4739695,0.11686063,-0.07371044,0.09853696,-0.25672874,0.041545313
-1.4739695,0.11686063,-0.07371044,-0.20266657,-0.53289855,-0.15472966
-1.899036,0.39962494,-1.1562262,-0.31265512,-0.6649913,-0.1536644
-0.30673552,0.06556022,-0.59243584,0.019707393,0.33076462,-0.12197274
-0.30673552,0.06556022,-0.59243584,-0.11025487,0.29321405,-0.08868326
-0.30673552,0.06556022,-0.59243584,-0.15579493,0.29800773,-0.06231797
-0.30673552,0.06556022,-0.59243584,-0.17763285,0.29374668,-0.08016115
-0.052823782,0.11012709,0.8615961,-0.072970614,0.21145499,-0.17470337
-0.052823782,0.11012709,0.8615961,-0.01304949,0.17710021,-0.18082865
-0.052823782,0.11012709,0.8615961,0.035952676,0.14327806,-0.15765914
-0.052823782,0.11012709,0.8615961,0.063116916,0.099069595,-0.1371528
0.1562872,0.18838155,1.1237078,0.075101145,0.042876896,-0.13022858
0.27658606,0.39757228,1.2208395,0.068176925,-0.05486112,-0.12809806
0.15838075,0.33508718,1.1008816,0.048203215,-0.11424961,-0.12197278
-0.027976036,-0.13469124,0.8754301,0.07190535,-0.16831179,-0.112918034
-0.0148386955,-0.4906522,0.77987194,0.13981596,-0.25086978,-0.123836994
-0.0148386955,-0.4906522,0.77987194,0.18508969,-0.28682247,-0.13928333
0.08527255,-0.72466314,0.80088615,0.23755397,-0.32011196,-0.16298546
0.15893638,-0.7261752,0.98246765,0.3603257,-0.3683152,-0.21917816
0.21036124,-0.4563328,0.19578838,0.5683186,-0.3901531,-0.3619236
-0.093539,0.4863552,-0.15419388,0.5318333,-0.3581952,-0.42051315
0.5047482,1.532669,-1.1853275,0.19627498,-0.34780884,-0.360592
0.5047482,1.532669,-1.1853275,0.07989483,-0.34248254,-0.49321744
-0.20246887,1.5868376,-0.8895645,-0.1736381,-0.28495824,-0.4316984
-0.20246887,1.5868376,-0.8895645,-0.6580671,-0.17710021,-0.09241169
0.85562843,1.2763735,-0.041499138,-0.72011876,-0.1073254,-0.073236935
0.85562843,1.2763735,-0.041499138,-0.6282397,-0.004261058,-0.032756884
1.0995451,-1.0504965,1.0486622,-0.43516052,0.087085366,-0.019973708
0.8864612,-0.9283923,1.082181,0.02130529,0.24527714,-0.0039947415
0.5638193,-0.4429562,1.1108837,0.39148468,0.35446674,-0.023435818
0.5638193,-0.4429562,1.1108837,0.6351639,0.37923414,-0.03435478
0.3118403,-0.33459353,0.8828907,0.783502,0.36724994,-0.041279
0.19692075,0.41241705,-0.017326355,0.77151775,0.37044573,-0.017310547
0.19692075,0.41241705,-0.017326355,0.7254451,0.36325517,-0.013582122
0.09629321,0.43370736,-0.31928158,0.664725,0.35446674,-0.027164243
-0.31804335,0.47286606,-0.6520281,0.4825648,0.34594464,-0.073236935
-0.10087681,0.7933396,0.000333786,0.1073254,0.3009372,0.06977482
0.22292209,-0.16051388,0.27430534,-0.013315806,0.23888555,0.087884314
0.22292209,-0.16051388,0.27430534,-0.023435818,0.10918961,-0.03914847
0.2039119,0.26191175,0.06918621,-0.002130529,0.09534117,0.03222425
0.19434655,0.20924652,0.1505928,-0.0644485,0.05273059,0.17070863
-0.11150074,-0.15217972,0.15423775,-0.09880328,0.0396811,0.15286545
-0.11150074,-0.15217972,0.15423775,-0.12197278,0.021837922,0.12942964
-0.11150074,-0.15217972,0.15423775,-0.12809806,-0.02609898,0.09853696
-0.14324641,-0.1307652,0.051091194,-0.1222391,-0.04527374,0.08335695
-0.14324641,-0.1307652,0.051091194,-0.11771172,-0.06231797,0.031158986
-0.33441067,0.12161398,-0.07894611,-0.13741912,-0.047137953,-0.05539375
-0.33441067,0.12161398,-0.07894611,-0.118776985,-0.061252706,-0.09267801
-0.40589988,-0.011599183,0.14308453,-0.05273059,-0.090281166,-0.105993815
-0.40589988,-0.011599183,0.14308453,-0.021837922,-0.09853696,-0.107858025
-0.4264586,0.019140363,0.1434803,0.004261058,-0.09960223,-0.11531488
-0.13577807,-0.32511413,0.3636589,0.058056913,-0.090281166,-0.13502227
-0.13577807,-0.32511413,0.3636589,0.09347696,-0.08841695,-0.14434333
-0.3225243,-0.2700374,0.3277483,0.13315806,-0.090281166,-0.15100123
-0.3225243,-0.2700374,0.3277483,0.16804546,-0.09720538,-0.15233281
-0.36675072,-0.18171477,0.25931358,0.17763285,-0.112918034,-0.13528858
-0.34235406,0.3209188,-0.1962452,0.10226539,-0.11451593,-0.113983296
-0.3495382,0.23096931,-0.24043465,0.05672533,-0.113983296,-0.100933805
-0.31361926,0.21797502,-0.1762762,-0.017310547,-0.109988555,-0.07829694
-0.31443608,0.13457012,0.08971405,-0.060720075,-0.09933591,-0.061252706
-0.31443608,0.13457012,0.08971405,-0.070307456,-0.09614012,-0.052996907
-0.34854484,-0.08643222,0.32823277,-0.072970614,-0.09534117,-0.048469532
-0.34854484,-0.08643222,0.32823277,-0.050333746,-0.09267801,-0.047404267
-0.4965098,-0.3114258,0.44359016,0.0063915867,-0.09134643,-0.05273059
-0.602882,-0.3050233,0.436656,0.06791061,-0.08335695,-0.051665325
-0.6675645,-0.26941228,0.37949562,0.08548747,-0.08016115,-0.027164243
-0.7298192,-0.282876,0.4618826,0.056459017,-0.07749799,0.0077231675
-0.78289545,-0.34450936,0.4807291,0.024234766,-0.08069378,0.046871636
-0.8187809,-0.39541173,0.5576935,-0.010120012,-0.09374327,0.10519487
-0.7483537,-0.5113833,0.6800642,-0.025033714,-0.10519487,0.16751283
-0.646019,-0.48556066,0.70559216,-0.027164243,-0.11451593,0.22716765
-0.646019,-0.48556066,0.70559216,-0.025566347,-0.11584751,0.2561961
-0.47946274,-0.4919542,0.6867962,-0.01784318,-0.11318435,0.2825614
-0.47946274,-0.4919542,0.6867962,0.006924219,-0.099069595,0.3291667
-0.23080873,-0.57963,0.7161913,0.041545313,-0.083889574,0.36991307
-0.0785352,-0.48495817,0.7702656,0.07989483,-0.07483483,0.40213734
0.08793402,-0.32206607,0.7976799,0.12969595,-0.06737798,0.41412157
0.08793402,-0.32206607,0.7976799,0.15819177,-0.059388492,0.41625208
0.25859666,-0.117646575,0.55702305,0.18642128,-0.054062173,0.4111921
0.25859666,-0.117646575,0.55702305,0.18082865,-0.03169162,0.39760995
0.50456417,0.26606464,0.3066473,0.14487597,-0.0055926386,0.37151098
0.5830381,0.3046943,0.19608593,0.12942964,0.013848438,0.33289513
0.74130535,0.49167442,0.17036057,0.11638014,0.03568636,0.29161614
0.74130535,0.49167442,0.17036057,0.10040118,0.050600063,0.2692456
0.8449267,0.6573052,0.21115875,0.080960095,0.06551377,0.24181503
0.8449267,0.6573052,0.21115875,0.0396811,0.095074855,0.18082865
-0.110198855,-0.024819374,-0.110961914,-0.10359697,0.18615496,-0.20666134
-0.110198855,-0.024819374,-0.110961914,-0.046339005,0.17470337,-0.20692763
-0.24719822,-0.04040718,-0.08396435,-0.034621093,0.15952335,-0.18855181
-0.28541183,-0.005934596,-0.15975952,-0.049002163,0.13741912,-0.1536644
-0.3020562,-0.067305446,-0.107076645,-0.08522116,0.10892329,-0.11611383
-0.3020562,-0.067305446,-0.107076645,-0.10839066,0.09454222,-0.09534117
-0.3020562,-0.067305446,-0.107076645,-0.12543489,0.07989483,-0.06924219
-0.3020562,-0.067305446,-0.107076645,-0.13741912,0.06737798,-0.04314321
-0.5031991,-0.5897186,-0.01142025,-0.13502227,0.05486112,-0.01917476
-0.5031991,-0.5897186,-0.01142025,-0.12703279,0.042077947,0.0005326322
-0.62174344,-0.73726237,0.03548813,-0.11424961,0.02876214,0.018642128
-0.5978775,-0.6988758,0.04601288,-0.061252706,-0.016511599,0.08655274
-0.7597072,-0.8561071,0.1608572,-0.042876896,-0.030360037,0.10652645
-0.7597072,-0.8561071,0.1608572,-0.013848438,-0.054062173,0.14301175
-0.7725525,-0.62763846,0.17820263,-0.0039947415,-0.07350325,0.17763285
-0.7725525,-0.62763846,0.17820263,-0.009853696,-0.08735169,0.21731395
-0.6605606,-0.6825534,0.27219486,-0.018109497,-0.10146644,0.2609898
-0.6605606,-0.6825534,0.27219486,-0.015978966,-0.10066749,0.30173615
-0.4848919,-0.4077766,0.36475372,-0.017310547,-0.100933805,0.33475935
-0.4848919,-0.4077766,0.36475372,-0.021571605,-0.0974717,0.360592
-0.15201473,-0.30857015,0.37258148,-0.029028457,-0.08948222,0.37710363
-0.15201473,-0.30857015,0.37258148,-0.010918961,-0.08069378,0.381631
0.07476926,-0.039091945,0.38020706,0.024501082,-0.0743022,0.37044573
0.16227293,0.35383272,0.39880466,0.048203215,-0.07643273,0.35233623
0.22694886,0.6133366,0.35384464,0.04926848,-0.088150635,0.32810146
0.22694886,0.6133366,0.35384464,0.020506341,-0.11531488,0.31372038
0.28188205,0.4550249,0.5663061,0.004261058,-0.17417073,0.3043993
0.33129466,0.5161444,0.6474819,0.011984225,-0.24261399,0.29800773
0.3557819,0.4428748,0.6276274,0.070041135,-0.28362668,0.23995082
0.3845042,0.3973865,0.5079155,0.1536644,-0.33529198,0.14460965
0.3845042,0.3973865,0.5079155,0.19121496,-0.3717773,0.08468852
0.29982054,0.63603234,0.056308746,0.21704763,-0.4165184,0.015978966
0.2563728,0.5744778,0.04022026,0.23515713,-0.41971418,-0.050600063
0.2563728,0.5744778,0.04022026,0.07403588,-0.31824777,-0.006657903
0.41875887,1.2836069,0.23144436,-0.03888215,-0.2647182,0.008522116
0.41875887,1.2836069,0.23144436,-0.19041602,-0.18668759,0.027963191
0.65511537,0.8905078,0.7179642,-0.37337518,-0.04181163,0.026365295
0.68863654,0.47152954,1.1465273,-0.47244477,0.08655274,-0.022903185
0.6385814,0.19012022,1.0260038,-0.5107943,0.22929817,-0.029827405
0.28337717,-0.19767272,0.54339314,-0.49960902,0.32783514,-0.04873585
-0.1584022,-0.40751386,0.0523901,-0.44394895,0.3587278,-0.06737798
-0.41218376,-0.620587,-0.14393139,-0.35606465,0.3206446,-0.059921127
-0.23541641,-0.63099444,0.037150383,-0.30146983,0.28842035,-0.05539375
0.15976417,-0.54205155,0.19613457,-0.1355549,0.26232138,-0.07350325
0.18895376,-0.37406874,-0.019346237,-0.05885586,0.26045716,-0.123038046
0.18895376,-0.37406874,-0.019346237,0.12436963,0.23995082,-0.23648871
-0.2580998,0.36055374,-0.16272354,0.13662016,0.23915187,-0.22237396
-0.20786357,0.1666274,-0.09749222,0.06924219,0.2031992,-0.21145499
-0.13364065,-0.0024276972,-0.06454849,-0.0010652645,0.15632756,-0.24048345
0.024802446,-0.1749376,0.03302002,-0.017044231,0.13662016,-0.2396845
0.07219708,-0.21250725,0.1008749,-0.009054748,0.12463594,-0.22849922
0.08860302,-0.26829898,0.09901428,0.0058589545,0.10839066,-0.23622239
0.09158611,-0.22415447,0.07725334,0.023435818,0.09374327,-0.24767399
0.060158134,-0.106289625,0.03772545,0.03542004,0.06711166,-0.25646242
0.05510497,-0.027569413,0.09297562,0.03222425,0.046072688,-0.2545982
0.05510497,-0.027569413,0.09297562,0.029028457,0.014114754,-0.2644519
-0.07657623,0.099883676,0.08290672,0.03009372,-0.0010652645,-0.26205507
-0.055645704,0.17911911,0.13414383,0.017576864,-0.024501082,-0.2463424
-0.083010316,0.16135597,0.094509125,0.01571265,-0.041545313,-0.2514024
-0.10036731,-0.029641986,0.16084862,0.023702133,-0.06018744,-0.26844665
-0.1613996,-0.2381748,0.42358112,0.056991648,-0.094808534,-0.28202876
-0.1613996,-0.2381748,0.42358112,0.11105382,-0.12756541,-0.29534456
-0.19348383,-0.14294791,0.9781227,0.18082865,-0.17710021,-0.31611723
-0.19348383,-0.14294791,0.9781227,0.29534456,-0.2412824,-0.34194988
-0.18383849,-0.035676003,1.1869526,0.44794372,-0.32091093,-0.38615838
-0.3768263,0.11522901,0.8568897,0.5089301,-0.35792887,-0.40533313
-0.3768263,0.11522901,0.8568897,0.56219333,-0.38748994,-0.41705105
-0.84148824,0.3009144,-0.3773079,0.6263755,-0.39707732,-0.5086638
-0.38565397,1.4635193,-0.60976887,0.20932446,-0.37550572,-0.23622239
-0.77933466,1.4182156,-0.91334534,-0.21997711,-0.31851408,-0.35153726
-0.20381987,1.4928313,-0.22809696,-0.9062737,-0.18801917,-0.066312715
-0.03433764,0.045698524,0.61647606,-1.1715246,-0.15180019,-0.039414786
0.12460482,-1.3657671,1.2578526,-0.9867012,-0.025566347,-0.024501082
-0.08997011,-1.4298424,1.3529873,-0.40400153,0.07137272,-0.06870956
-0.08997011,-1.4298424,1.3529873,0.1949434,0.17230652,-0.07137272
-0.22930217,-1.0935334,0.8749838,0.5230448,0.20852552,-0.058056913
-0.42611694,-0.82385826,0.49046707,0.61172813,0.20746025,-0.0314253
-0.42611694,-0.82385826,0.49046707,0.6961503,0.20240025,-0.006924219
-0.52068686,-1.106238,0.99273586,0.74089146,0.19281286,0.09614012
0.16062224,-0.58303237,1.1809912,0.70866716,0.14008227,0.26498455
-0.25551486,-0.48076224,0.70701885,0.7997473,0.083889574,0.19920446
-0.23291671,0.026643634,0.39987278,0.63250077,0.059921127,0.3054646
-0.16296947,0.3296814,0.5475569,0.21278657,0.016245283,0.26525086
-0.16296947,0.3296814,0.5475569,-0.14088123,0.01917476,0.12144015
-0.42204547,-0.7494279,0.40860367,-0.21571605,-0.06711166,-0.00079894834
-0.42204547,-0.7494279,0.40860367,-0.050333746,-0.19228023,-0.08948222
-0.075692534,-0.45222104,-0.35530663,0.12676647,-0.24101609,-0.1667139
0.56427443,0.71862,-0.86826706,0.15899073,-0.20133498,-0.14008227
0.56427443,0.71862,-0.86826706,0.13688648,-0.16431704,-0.083090626
0.7832847,0.40832877,-0.60869217,0.09347696,-0.13156016,-0.032756884
1.0960164,-0.35920048,0.09738541,0.03568636,0.06338324,0.15419704
1.0169532,-0.77055776,0.7923622,0.044208474,0.12330436,0.17310548
1.0169532,-0.77055776,0.7923622,0.09986854,0.2743056,0.12516858
0.49490726,-0.22344339,0.52976704,0.11584751,0.2958772,0.08868326
0.49490726,-0.22344339,0.52976704,0.049534798,0.29348037,0.06684534
-0.018265963,0.40265965,-0.9876623,-0.07989483,0.25646242,0.083090626
-0.03730941,0.40998077,-1.3294144,-0.2146508,0.2231729,0.11824436
-0.03730941,0.40998077,-1.3294144,-0.2657835,0.175236,0.11744541
0.14632475,0.40279853,-0.4774952,-0.26764768,0.16165388,0.12942964
0.14632475,0.40279853,-0.4774952,-0.28682247,0.15259913,0.14061491
0.124720335,0.23163533,-0.33493233,-0.2660498,0.12144015,0.092145376
0.124720335,0.23163533,-0.33493233,-0.19947077,0.081226416,0.0396811
0.089773774,0.038554907,0.3260126,-0.040746365,0.054328486,0.042876896
0.089773774,0.038554907,0.3260126,0.050333746,0.051931642,0.015180019
0.039863467,-0.086691976,0.7362833,0.06524745,0.073236935,-0.018375812
0.039863467,-0.086691976,0.7362833,0.07243799,0.07084008,-0.04873585
-0.102611065,-0.0010261536,0.8947191,0.06657903,0.06258429,-0.05352954
-0.102611065,-0.0010261536,0.8947191,0.023169503,0.07137272,-0.055926383
-0.039891243,0.08837545,0.7626133,-0.046871636,0.09321064,-0.05965481
-0.16177177,-0.04928422,0.49973106,-0.082025364,0.105993815,-0.0561927
