gen_user,test_user,window_idx,anomaly_percentage
1,1,0,0.002
1,1,1,0.022
1,1,2,0.024
1,1,3,0.014
1,1,4,0.053
1,1,5,0.079
1,1,6,0.036
1,1,7,0.081
1,1,8,0.085
1,1,9,0.03
1,1,10,0.033
1,1,11,0.054
1,1,12,0.008
1,1,13,0.059
1,1,14,0.05
1,1,15,0.034
1,1,16,0.06
1,1,17,0.012
1,1,18,0.063
1,1,19,0.033
1,1,20,0.067
1,1,21,0.011
1,1,22,0.007
1,1,23,0.02
1,1,24,0.015
1,1,25,0.042
1,1,26,0.036
1,1,27,0.049
1,1,28,0.04
1,1,29,0.031
1,1,30,0.055
1,1,31,0.05
1,2,0,0.003
1,2,1,0.01
1,2,2,0.018
1,2,3,0.004
1,2,4,0.007
1,2,5,0.008
1,2,6,0.029
1,2,7,0.01
1,2,8,0.037
1,2,9,0.049
1,2,10,0.013
1,2,11,0.022
1,2,12,0.002
1,2,13,0.058
1,2,14,0.004
1,2,15,0.034
1,2,16,0.014
1,2,17,0.056
1,2,18,0.064
1,2,19,0.035
1,2,20,0.007
1,2,21,0.054
1,2,22,0.01
1,2,23,0.004
1,2,24,0.003
1,2,25,0.017
1,2,26,0.003
1,2,27,0.003
1,2,28,0.005
1,3,0,0.004
1,3,1,0.038
1,3,2,0.023
1,3,3,0.044
1,3,4,0.059
1,3,5,0.023
1,3,6,0.016
1,3,7,0.073
1,3,8,0.084
1,3,9,0.046
1,3,10,0.093
1,3,11,0.006
1,3,12,0.088
1,3,13,0.004
1,3,14,0.06
1,3,15,0.072
1,3,16,0.062
1,3,17,0.008
1,3,18,0.046
1,3,19,0.089
1,3,20,0.053
1,3,21,0.006
1,3,22,0.016
1,3,23,0.082
1,3,24,0.012
1,3,25,0.013
1,3,26,0.097
1,3,27,0.004
1,3,28,0.006
1,3,29,0.068
1,3,30,0.015
1,3,31,0.003
1,4,0,0.007
1,4,1,0.056
1,4,2,0.037
1,4,3,0.058
1,4,4,0.011
1,4,5,0.034
1,4,6,0.039
1,4,7,0.041
1,4,8,0.041
1,4,9,0.046
1,4,10,0.029
1,4,11,0.013
1,4,12,0.048
1,4,13,0.016
1,4,14,0.041
1,4,15,0.021
1,4,16,0.046
1,4,17,0.052
1,4,18,0.05
1,4,19,0.052
1,4,20,0.049
1,4,21,0.039
1,4,22,0.042
1,4,23,0.048
1,4,24,0.047
1,4,25,0.023
1,4,26,0.049
1,4,27,0.04
1,4,28,0.05
1,4,29,0.044
1,4,30,0.039
1,4,31,0.042
1,4,32,0.045
1,4,33,0.042
1,4,34,0.041
1,4,35,0.05
1,4,36,0.044
1,4,37,0.053
1,4,38,0.013
1,4,39,0.045
1,4,40,0.073
1,4,41,0.027
1,4,42,0.054
1,4,43,0.049
1,4,44,0.034
1,4,45,0.047
1,4,46,0.05
1,4,47,0.057
1,4,48,0.039
1,4,49,0.042
1,4,50,0.038
1,4,51,0.02
1,4,52,0.046
1,4,53,0.055
1,4,54,0.056
1,4,55,0.028
1,4,56,0.047
1,4,57,0.055
1,4,58,0.025
1,4,59,0.041
1,4,60,0.041
1,4,61,0.048
1,4,62,0.051
1,4,63,0.026
1,4,64,0.041
1,4,65,0.043
1,4,66,0.078
1,4,67,0.033
1,4,68,0.064
1,4,69,0.029
1,4,70,0.034
1,4,71,0.043
1,4,72,0.041
1,4,73,0.035
1,4,74,0.044
1,4,75,0.048
1,4,76,0.048
1,4,77,0.042
1,4,78,0.038
1,4,79,0.035
1,4,80,0.029
1,4,81,0.041
1,4,82,0.044
1,4,83,0.028
1,4,84,0.049
1,4,85,0.041
1,4,86,0.031
1,4,87,0.042
1,4,88,0.037
1,4,89,0.03
1,4,90,0.045
1,4,91,0.024
1,5,0,0.007
1,5,1,0.006
1,5,2,0.005
1,5,3,0.012
1,5,4,0.031
1,5,5,0.004
1,5,6,0.014
1,5,7,0.033
1,5,8,0.004
1,5,9,0.005
1,5,10,0.026
1,5,11,0.012
1,5,12,0.008
1,5,13,0.012
1,5,14,0.004
1,5,15,0.022
1,5,16,0.008
1,5,17,0.021
1,5,18,0.01
1,5,19,0.014
1,5,20,0.018
1,5,21,0.009
1,5,22,0.004
1,5,23,0.015
1,6,0,0.01
1,6,1,0.026
1,6,2,0.051
1,6,3,0.064
1,6,4,0.072
1,6,5,0.066
1,6,6,0.101
1,6,7,0.085
1,6,8,0.065
1,6,9,0.071
1,6,10,0.09
1,6,11,0.093
1,6,12,0.091
1,6,13,0.089
1,6,14,0.105
1,6,15,0.072
1,6,16,0.071
1,6,17,0.053
1,6,18,0.032
1,6,19,0.079
1,6,20,0.054
1,6,21,0.053
1,6,22,0.013
1,6,23,0.097
1,6,24,0.092
1,7,0,0.003
1,7,1,0.004
1,7,2,0.003
1,7,3,0.005
1,7,4,0.012
1,7,5,0.021
1,7,6,0.017
1,7,7,0.016
1,7,8,0.033
1,7,9,0.004
1,7,10,0.031
1,7,11,0.017
1,7,12,0.026
1,7,13,0.035
1,7,14,0.012
1,7,15,0.004
1,7,16,0.025
1,7,17,0.016
1,7,18,0.046
1,7,19,0.015
1,7,20,0.022
1,7,21,0.002
1,7,22,0.01
1,7,23,0.004
1,7,24,0.022
1,8,0,0.005
1,8,1,0.005
1,8,2,0.005
1,8,3,0.011
1,8,4,0.03
1,8,5,0.002
1,8,6,0.004
1,8,7,0.001
1,8,8,0.004
1,8,9,0.005
1,8,10,0.008
1,8,11,0.016
1,8,12,0.003
1,8,13,0.005
1,8,14,0.006
1,8,15,0.009
1,8,16,0.022
1,8,17,0.004
1,8,18,0.004
1,8,19,0.019
1,8,20,0.008
1,8,21,0.009
1,19,0,0.014
1,19,1,0.002
1,19,2,0.003
1,19,3,0.013
1,19,4,0.002
1,19,5,0.082
1,19,6,0.028
1,19,7,0.008
1,19,8,0.008
1,19,9,0.018
1,19,10,0.012
1,19,11,0.002
1,19,12,0.015
1,19,13,0.012
1,19,14,0.008
1,19,15,0.004
1,19,16,0.009
1,19,17,0.014
1,19,18,0.021
1,19,19,0.02
1,19,20,0.004
1,19,21,0.01
1,19,22,0.005
1,19,23,0.007
1,19,24,0.016
1,19,25,0.072
1,19,26,0.005
1,21,0,0.015
1,21,1,0.007
1,21,2,0.002
1,21,3,0.014
1,21,4,0.002
1,21,5,0.005
1,21,6,0.004
1,21,7,0.012
1,21,8,0.006
1,21,9,0.006
1,21,10,0.015
1,21,11,0.006
1,21,12,0.002
1,21,13,0.046
1,21,14,0.002
1,21,15,0.002
1,21,16,0.021
1,21,17,0.004
1,21,18,0.002
1,21,19,0.002
1,21,20,0.002
1,21,21,0.003
1,21,22,0.006
1,21,23,0.002
1,21,24,0.002
1,22,0,0.004
1,22,1,0.019
1,22,2,0.053
1,22,3,0.001
1,22,4,0.002
1,22,5,0.003
1,22,6,0.01
1,22,7,0.008
1,22,8,0.017
1,22,9,0.096
1,22,10,0.039
1,22,11,0.091
1,22,12,0.026
1,22,13,0.025
1,22,14,0.049
1,22,15,0.067
1,22,16,0.036
1,22,17,0.043
1,22,18,0.018
1,22,19,0.009
1,22,20,0.01
1,22,21,0.013
1,22,22,0.005
1,22,23,0.013
1,22,24,0.005
1,22,25,0.007
1,22,26,0.02
1,22,27,0.009
1,22,28,0.13
1,22,29,0.006
1,26,0,0.007
1,26,1,0.031
1,26,2,0.023
1,26,3,0.048
1,26,4,0.014
1,26,5,0.009
1,26,6,0.014
1,26,7,0.038
1,26,8,0.091
1,26,9,0.029
1,26,10,0.082
1,26,11,0.043
1,26,12,0.019
1,26,13,0.048
1,26,14,0.04
1,26,15,0.028
1,26,16,0.059
1,26,17,0.009
1,26,18,0.049
1,26,19,0.091
1,26,20,0.014
1,26,21,0.103
1,26,22,0.054
1,26,23,0.088
1,27,0,0.002
1,27,1,0.025
1,27,2,0.039
1,27,3,0.06
1,27,4,0.051
1,27,5,0.033
1,27,6,0.028
1,27,7,0.056
1,27,8,0.07
1,27,9,0.002
1,27,10,0.071
1,27,11,0.051
1,27,12,0.075
1,27,13,0.048
1,27,14,0.061
1,27,15,0.015
1,27,16,0.019
1,27,17,0.031
1,27,18,0.057
1,27,19,0.056
1,27,20,0.067
1,27,21,0.027
1,27,22,0.02
1,27,23,0.026
1,28,0,0.009
1,28,1,0.026
1,28,2,0.005
1,28,3,0.017
1,28,4,0.043
1,28,5,0.007
1,28,6,0.01
1,28,7,0.029
1,28,8,0.02
1,28,9,0.027
1,28,10,0.105
1,28,11,0.01
1,28,12,0.067
1,28,13,0.039
1,28,14,0.013
1,28,15,0.09
1,28,16,0.068
1,28,17,0.021
1,28,18,0.017
1,28,19,0.086
1,28,20,0.076
1,28,21,0.075
1,28,22,0.092
1,28,23,0.08
1,29,0,0.01
1,29,1,0.003
1,29,2,0.003
1,29,3,0.045
1,29,4,0.036
1,29,5,0.065
1,29,6,0.003
1,29,7,0.074
1,29,8,0.006
1,29,9,0.071
1,29,10,0.048
1,29,11,0.06
1,29,12,0.085
1,29,13,0.009
1,29,14,0.065
1,29,15,0.045
1,29,16,0.059
1,29,17,0.065
1,29,18,0.042
1,29,19,0.01
1,29,20,0.02
1,29,21,0.081
1,29,22,0.072
1,29,23,0.003
1,35,0,0.002
1,35,1,0.031
1,35,2,0.096
1,35,3,0.087
1,35,4,0.072
1,35,5,0.09
1,35,6,0.058
1,35,7,0.041
1,35,8,0.051
1,35,9,0.068
1,35,10,0.006
1,35,11,0.108
1,35,12,0.006
1,35,13,0.026
1,35,14,0.063
1,35,15,0.041
1,35,16,0.026
1,35,17,0.002
1,35,18,0.026
1,35,19,0.078
1,35,20,0.108
1,35,21,0.077
1,35,22,0.108
1,35,23,0.043
1,36,0,0.007
1,36,1,0.002
1,36,2,0.004
1,36,3,0.003
1,36,4,0.01
1,36,5,0.009
1,36,6,0.002
1,36,7,0.007
1,36,8,0.003
1,36,9,0.007
1,36,10,0.011
1,36,11,0.012
1,36,12,0.003
1,36,13,0.002
1,36,14,0.006
1,36,15,0.003
1,36,16,0.023
1,36,17,0.003
1,36,18,0.023
1,36,19,0.026
1,36,20,0.004
1,36,21,0.003
1,36,22,0.003
1,36,23,0.01
1,37,0,0.001
1,37,1,0.006
1,37,2,0.001
1,37,3,0.002
1,37,4,0.003
1,37,5,0.008
1,37,6,0.006
1,37,7,0.006
1,37,8,0.031
1,37,9,0.054
1,37,10,0.026
1,37,11,0.027
1,37,12,0.042
1,37,13,0.04
1,37,14,0.041
1,37,15,0.045
1,37,16,0.045
1,37,17,0.041
1,37,18,0.043
1,37,19,0.041
1,37,20,0.034
1,37,21,0.047
1,37,22,0.038
1,37,23,0.049
1,37,24,0.035
1,37,25,0.042
1,37,26,0.043
1,37,27,0.047
1,37,28,0.019
1,37,29,0.025
1,37,30,0.034
1,37,31,0.032
1,38,0,0.01
1,38,1,0.008
1,38,2,0.001
1,38,3,0.007
1,38,4,0.008
1,38,5,0.003
1,38,6,0.003
1,38,7,0.004
1,38,8,0.005
1,38,9,0.013
1,38,10,0.004
1,38,11,0.003
1,38,12,0.002
1,38,13,0.002
1,38,14,0.011
1,38,15,0.068
1,38,16,0.005
1,38,17,0.002
1,38,18,0.003
1,38,19,0.021
1,38,20,0.01
1,38,21,0.002
1,39,0,0.011
1,39,1,0.029
1,39,2,0.012
1,39,3,0.004
1,39,4,0.006
1,39,5,0.024
1,39,6,0.009
1,39,7,0.041
1,39,8,0.008
1,39,9,0.064
1,39,10,0.059
1,39,11,0.052
1,39,12,0.005
1,39,13,0.023
1,39,14,0.034
1,39,15,0.081
1,39,16,0.022
1,39,17,0.022
1,39,18,0.039
1,39,19,0.033
1,39,20,0.033
1,39,21,0.018
1,39,22,0.024
1,40,0,0.024
1,40,1,0.022
1,40,2,0.038
1,40,3,0.05
1,40,4,0.033
1,40,5,0.055
1,40,6,0.029
1,40,7,0.073
1,40,8,0.074
1,40,9,0.076
1,40,10,0.058
1,40,11,0.045
1,40,12,0.024
1,40,13,0.047
1,40,14,0.015
1,40,15,0.055
1,40,16,0.066
1,40,17,0.065
1,40,18,0.07
1,40,19,0.054
1,40,20,0.071
1,40,21,0.018
1,40,22,0.037
1,40,23,0.094
1,41,0,0.015
1,41,1,0.003
1,41,2,0.009
1,41,3,0.026
1,41,4,0.047
1,41,5,0.01
1,41,6,0.029
1,41,7,0.048
1,41,8,0.022
1,41,9,0.041
1,41,10,0.05
1,41,11,0.005
1,41,12,0.11
1,41,13,0.04
1,41,14,0.018
1,41,15,0.006
1,41,16,0.04
1,41,17,0.004
1,41,18,0.047
1,41,19,0.063
1,41,20,0.082
1,41,21,0.061
1,41,22,0.062
1,41,23,0.022
1,42,0,0.006
1,42,1,0.002
1,42,2,0.048
1,42,3,0.026
1,42,4,0.03
1,42,5,0.013
1,42,6,0.026
1,42,7,0.081
1,42,8,0.057
1,42,9,0.05
1,42,10,0.03
1,42,11,0.054
1,42,12,0.041
1,42,13,0.042
1,42,14,0.055
1,42,15,0.048
1,42,16,0.046
1,42,17,0.025
1,42,18,0.055
1,42,19,0.044
1,42,20,0.052
1,42,21,0.052
1,42,22,0.015
1,42,23,0.044
1,43,0,0.005
1,43,1,0.021
1,43,2,0.036
1,43,3,0.034
1,43,4,0.014
1,43,5,0.024
1,43,6,0.048
1,43,7,0.007
1,43,8,0.037
1,43,9,0.021
1,43,10,0.055
1,43,11,0.014
1,43,12,0.018
1,43,13,0.029
1,43,14,0.024
1,43,15,0.049
1,43,16,0.039
1,43,17,0.051
1,43,18,0.051
1,43,19,0.015
1,43,20,0.067
1,43,21,0.011
1,43,22,0.044
1,43,23,0.017
1,44,0,0.003
1,44,1,0.016
1,44,2,0.046
1,44,3,0.041
1,44,4,0.01
1,44,5,0.05
1,44,6,0.051
1,44,7,0.046
1,44,8,0.027
1,44,9,0.043
1,44,10,0.059
1,44,11,0.057
1,44,12,0.068
1,44,13,0.022
1,44,14,0.017
1,44,15,0.017
1,44,16,0.006
1,44,17,0.053
1,44,18,0.055
1,44,19,0.031
1,44,20,0.062
1,44,21,0.036
1,44,22,0.08
1,44,23,0.011
1,45,0,0.004
1,45,1,0.004
1,45,2,0.004
1,45,3,0.04
1,45,4,0.013
1,45,5,0.01
1,45,6,0.006
1,45,7,0.046
1,45,8,0.072
1,45,9,0.006
1,45,10,0.003
1,45,11,0.029
1,45,12,0.041
1,45,13,0.075
1,45,14,0.068
1,45,15,0.006
1,45,16,0.003
1,45,17,0.008
1,45,18,0.005
1,45,19,0.005
1,45,20,0.005
1,45,21,0.011
1,45,22,0.014
1,45,23,0.107
1,46,0,0.032
1,46,1,0.023
1,46,2,0.061
1,46,3,0.101
1,46,4,0.06
1,46,5,0.008
1,46,6,0.072
1,46,7,0.1
1,46,8,0.052
1,46,9,0.092
1,46,10,0.06
1,46,11,0.081
1,46,12,0.068
1,46,13,0.091
1,46,14,0.08
1,46,15,0.111
1,46,16,0.103
1,46,17,0.069
1,46,18,0.055
1,46,19,0.034
1,46,20,0.079
1,46,21,0.03
1,46,22,0.146
1,46,23,0.05
1,48,0,0.012
1,48,1,0.029
1,48,2,0.006
1,48,3,0.041
1,48,4,0.082
1,48,5,0.086
1,48,6,0.097
1,48,7,0.039
1,48,8,0.085
1,48,9,0.126
1,48,10,0.11
